# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-7453"			
"# Timestamp: Tue, 18-Feb-2020 06:12:59"			
Gene ID	Gene Name	'PLX4720; 1 micromolar' vs 'none' .foldChange	'PLX4720; 1 micromolar' vs 'none'.pValue
ENSG00000047621	C12orf4	-1.1	0.020572998
ENSG00000047634	SCML1	-1.1	0.010884246
ENSG00000047644	WWC3	-0.1	0.855826951
ENSG00000047648	ARHGAP6	0.5	0.518011079
ENSG00000047662	FAM184B	1.5	0.03800199
ENSG00000047932	GOPC	-0.2	0.735262458
ENSG00000047936	ROS1	2.3	0.019270544
ENSG00000048028	USP28	-0.7	0.016572888
ENSG00000048052	HDAC9	1.7	1.05E-05
ENSG00000048162	NOP16	-2	4.60E-12
ENSG00000048342	CC2D2A	0.5	0.133652598
ENSG00000048405	ZNF800	-0.2	0.669369973
ENSG00000048462	TNFRSF17	-0.7	0.689294244
ENSG00000048471	SNX29	0.7	0.057049212
ENSG00000048540	LMO3	1.9	0.00272883
ENSG00000048544	MRPS10	-1	0.019009068
ENSG00000048649	RSF1	0.1	0.788061106
ENSG00000048707	VPS13D	1	1.47E-04
ENSG00000048740	CELF2	2.3	2.38E-11
ENSG00000048828	FAM120A	-0.7	0.020101071
ENSG00000048991	R3HDM1	-0.7	0.022776049
ENSG00000049089	COL9A2	5	2.14E-16
ENSG00000049130	KITLG	-0.6	0.354627885
ENSG00000049167	ERCC8	-0.8	0.080737538
ENSG00000049192	ADAMTS6	1.3	0.002326011
ENSG00000049239	H6PD	2.1	8.55E-09
ENSG00000049245	VAMP3	-0.3	0.381620303
ENSG00000049246	PER3	1.1	0.016777413
ENSG00000049249	TNFRSF9	3.6	0.001772015
ENSG00000049283	EPN3	2.9	0.005247274
ENSG00000049323	LTBP1	3.6	8.20E-24
ENSG00000049449	RCN1	-0.8	0.020226273
ENSG00000049540	ELN	0.5	0.685123026
ENSG00000049541	RFC2	-2.6	1.32E-14
ENSG00000049618	ARID1B	0.4	0.357558456
ENSG00000049656	CLPTM1L	-0.4	0.337448101
ENSG00000049759	NEDD4L	-2.8	6.63E-23
ENSG00000049768	FOXP3	0.1	0.968421874
ENSG00000049769	PPP1R3F	1.9	0.00212995
ENSG00000049860	HEXB	0.2	0.775496592
ENSG00000049883	PTCD2	-0.4	0.367771555
ENSG00000050130	JKAMP	-0.7	0.147254319
ENSG00000050165	DKK3	3.4	7.56E-30
ENSG00000050327	ARHGEF5	2.3	0.073416407
ENSG00000050344	NFE2L3	-0.7	0.059643242
ENSG00000050393	MCUR1	-1.8	2.39E-08
ENSG00000050405	LIMA1	-0.2	0.694989897
ENSG00000050426	LETMD1	1.2	8.46E-06
ENSG00000050438	SLC4A8	-1.1	0.011726261
ENSG00000050555	LAMC3	2.3	0.048997505
ENSG00000050628	PTGER3	-0.4	0.786779934
ENSG00000050730	TNIP3	-1.4	0.375720941
ENSG00000050748	MAPK9	-0.9	0.008840222
ENSG00000050820	BCAR1	0.4	0.727288189
ENSG00000051009	FAM160A2	1.2	0.002143999
ENSG00000051108	HERPUD1	-0.5	0.090900785
ENSG00000051128	HOMER3	0.3	0.776259168
ENSG00000051341	POLQ	-5.4	1.20E-41
ENSG00000051382	PIK3CB	-1.2	3.13E-04
ENSG00000051523	CYBA	1.1	0.247984779
ENSG00000051596	THOC3	-1.2	0.021699521
ENSG00000051620	HEBP2	-0.8	0.112810572
ENSG00000051825	MPHOSPH9	-0.6	0.125765078
ENSG00000052126	PLEKHA5	-0.7	0.073097363
ENSG00000052723	SIKE1	-0.6	0.218965297
ENSG00000052749	RRP12	-0.6	0.364257439
ENSG00000052795	FNIP2	0.6	0.090184364
ENSG00000052802	MSMO1	-1.4	1.39E-04
ENSG00000052841	TTC17	0.5	0.211405421
ENSG00000052850	ALX4	1.8	0.007153825
ENSG00000053254	FOXN3	0.1	0.786804883
ENSG00000053372	MRTO4	-2.1	7.87E-10
ENSG00000053438	NNAT	0.1	0.936517223
ENSG00000053501	USE1	0.8	0.260008559
ENSG00000053524	MCF2L2	-0.1	0.913822029
ENSG00000053747	LAMA3	-1	0.102396928
ENSG00000053770	AP5M1	0.1	0.79800132
ENSG00000053900	ANAPC4	-0.2	0.682339344
ENSG00000054116	TRAPPC3	-0.4	0.240202931
ENSG00000054118	THRAP3	-0.7	0.013927391
ENSG00000054148	PHPT1	0.8	0.351792592
ENSG00000054179	ENTPD2	1.8	0.14045421
ENSG00000054277	OPN3	2.2	6.78E-06
ENSG00000054282	SDCCAG8	0.7	0.012251632
ENSG00000054356	PTPRN	0.2	0.908412158
ENSG00000054392	HHAT	0.9	0.002500501
ENSG00000054523	KIF1B	-0.4	0.153398113
ENSG00000054598	FOXC1	0.1	0.838064076
ENSG00000054611	TBC1D22A	0.2	0.749642644
ENSG00000054654	SYNE2	1.5	7.58E-06
ENSG00000054690	PLEKHH1	0.7	0.062456422
ENSG00000054793	ATP9A	0.1	0.760132162
ENSG00000054938	CHRDL2	2.8	0.043001857
ENSG00000054965	FAM168A	0.7	0.037883269
ENSG00000054967	RELT	-1.2	0.08874707
ENSG00000054983	GALC	1.1	0.001026843
ENSG00000055044	NOP58	-2.6	6.80E-13
ENSG00000055070	SZRD1	-0.2	0.641859431
ENSG00000055130	CUL1	-1	2.45E-04
ENSG00000055147	FAM114A2	-0.1	0.896742942
ENSG00000055163	CYFIP2	1.9	1.48E-10
ENSG00000055208	TAB2	0.3	0.419547085
ENSG00000055332	EIF2AK2	-1.3	0.001238145
ENSG00000055483	USP36	0.1	0.863441878
ENSG00000055609	KMT2C	0.4	0.177341879
ENSG00000055732	MCOLN3	0.5	0.31623396
ENSG00000055917	PUM2	-0.8	0.03038213
ENSG00000055950	MRPL43	-0.6	0.145895502
ENSG00000055955	ITIH4	2.8	0.003646098
ENSG00000056050	HPF1	-1.2	0.010113803
ENSG00000056097	ZFR	-0.8	0.018145169
ENSG00000056277	ZNF280C	-1.5	5.03E-04
ENSG00000056291	NPFFR2	0.9	0.485112374
ENSG00000056487	PHF21B	-0.8	0.381998226
ENSG00000056558	TRAF1	1.8	5.92E-04
ENSG00000056586	RC3H2	-0.2	0.676812505
ENSG00000056736	IL17RB	-0.2	0.771152207
ENSG00000056972	TRAF3IP2	-0.1	0.750930561
ENSG00000056998	GYG2	1	0.453367891
ENSG00000057019	DCBLD2	-2.4	6.75E-15
ENSG00000057252	SOAT1	-1.1	9.25E-04
ENSG00000057294	PKP2	-0.6	0.278326736
ENSG00000057468	MSH4	2	0.088489515
ENSG00000057608	GDI2	-1.1	0.01298644
ENSG00000057657	PRDM1	-0.2	0.667236742
ENSG00000057663	ATG5	-1.2	0.006095294
ENSG00000057704	TMCC3	0.7	0.070276322
ENSG00000057757	PITHD1	-0.8	0.006657777
ENSG00000057935	MTA3	-0.1	0.876093758
ENSG00000058056	USP13	-1.1	5.42E-04
ENSG00000058063	ATP11B	-0.3	0.583511176
ENSG00000058085	LAMC2	-4.1	1.46E-24
ENSG00000058091	CDK14	-1.7	7.36E-08
ENSG00000058262	SEC61A1	-0.3	0.41254866
ENSG00000058272	PPP1R12A	-0.3	0.484885978
ENSG00000058335	RASGRF1	-0.9	0.386952373
ENSG00000058404	CAMK2B	3.4	0.003729844
ENSG00000058453	CROCC	1.3	0.139742634
ENSG00000058600	POLR3E	-0.5	0.232601915
ENSG00000058668	ATP2B4	1.5	1.64E-07
ENSG00000058673	ZC3H11A	-0.3	0.776945687
ENSG00000058729	RIOK2	-1	0.02036306
ENSG00000058804	NDC1	-2.5	1.57E-10
ENSG00000058866	DGKG	-2.8	5.18E-16
ENSG00000059122	FLYWCH1	1	0.197730909
ENSG00000059377	TBXAS1	-1.8	3.49E-07
ENSG00000059588	TARBP1	-0.2	0.592899039
ENSG00000059691	GATB	-0.2	0.613561114
ENSG00000059728	MXD1	-0.1	0.840013407
ENSG00000059758	CDK17	-0.5	0.198557598
ENSG00000059769	DNAJC25	-1.1	0.012140249
ENSG00000059804	SLC2A3	-1.4	4.74E-06
ENSG00000059915	PSD	2.5	0.034588528
ENSG00000060069	CTDP1	0.1	0.847209444
ENSG00000060138	YBX3	-0.6	0.024160223
ENSG00000060140	STYK1	-2.4	6.76E-04
ENSG00000060237	WNK1	-0.4	0.146484277
ENSG00000060339	CCAR1	-0.6	0.063699763
ENSG00000060491	OGFR	0.1	0.89438822
ENSG00000060642	PIGV	1.2	1.38E-04
ENSG00000060688	SNRNP40	-1.4	2.30E-06
ENSG00000060718	COL11A1	3.2	5.09E-10
ENSG00000060749	QSER1	-1.5	2.86E-05
ENSG00000060762	MPC1	-1.3	0.001354357
ENSG00000060971	ACAA1	1	0.138364379
ENSG00000060982	BCAT1	-2.7	9.38E-14
ENSG00000061273	HDAC7	0.5	0.559152323
ENSG00000061337	LZTS1	2.7	1.05E-05
ENSG00000061455	PRDM6	2	0.008608457
ENSG00000061656	SPAG4	3	5.66E-07
ENSG00000061676	NCKAP1	-0.7	0.090881216
ENSG00000061794	MRPS35	-1.4	0.001079333
ENSG00000061936	SFSWAP	1	0.001789805
ENSG00000061938	TNK2	0.8	0.357563064
ENSG00000061987	MON2	0.5	0.27850605
ENSG00000062038	CDH3	-0.6	0.620356403
ENSG00000062194	GPBP1	-0.8	0.064571174
ENSG00000062282	DGAT2	1	0.068865448
ENSG00000062370	ZNF112	0.2	0.645037542
ENSG00000062485	CS	-0.2	0.500318845
ENSG00000062524	LTK	2.7	7.98E-04
ENSG00000062582	MRPS24	-0.6	0.475942881
ENSG00000062598	ELMO2	0.1	0.884987192
ENSG00000062650	WAPL	-0.8	0.043198863
ENSG00000062716	VMP1	1.1	0.001152743
ENSG00000062725	APPBP2	0.3	0.586038644
ENSG00000062822	POLD1	-0.9	0.310226477
ENSG00000063015	SEZ6	2.2	0.078443181
ENSG00000063046	EIF4B	0.6	0.040253181
ENSG00000063127	SLC6A16	2	0.008216319
ENSG00000063169	BICRA	0.5	0.446346257
ENSG00000063176	SPHK2	0.8	0.255995062
ENSG00000063177	RPL18	0.6	0.33430985
ENSG00000063180	CA11	3.8	7.66E-12
ENSG00000063241	ISOC2	-0.1	0.944520714
ENSG00000063244	U2AF2	0.1	0.902322664
ENSG00000063245	EPN1	0.3	0.65671364
ENSG00000063322	MED29	0.5	0.239080929
ENSG00000063438	AHRR	1.8	2.75E-11
ENSG00000063587	ZNF275	0.2	0.519717444
ENSG00000063601	MTMR1	-0.6	0.068160993
ENSG00000063660	GPC1	1.3	0.099610293
ENSG00000063761	ADCK1	1.2	0.03306404
ENSG00000063854	HAGH	0.9	0.273392526
ENSG00000063978	RNF4	-0.5	0.227102664
ENSG00000064012	CASP8	-0.6	0.133807343
ENSG00000064102	INTS13	-1.1	0.00507284
ENSG00000064115	TM7SF3	-0.2	0.645081055
ENSG00000064199	SPA17	-1	0.033946794
ENSG00000064201	TSPAN32	2.1	0.031005834
ENSG00000064205	CCN5	6.1	2.14E-09
ENSG00000064225	ST3GAL6	-0.2	0.698317523
ENSG00000064270	ATP2C2	1	0.337517059
ENSG00000064300	NGFR	-0.2	0.874435002
ENSG00000064309	CDON	-0.5	0.119263437
ENSG00000064313	TAF2	-0.5	0.204131946
ENSG00000064393	HIPK2	-0.5	0.08310914
ENSG00000064419	TNPO3	-0.7	0.009604687
ENSG00000064489	BORCS8-MEF2B	1.7	0.189246177
ENSG00000064490	RFXANK	0.8	0.332832863
ENSG00000064545	TMEM161A	1.2	0.097629708
ENSG00000064547	LPAR2	2.3	0.001136759
ENSG00000064601	CTSA	2.2	9.29E-07
ENSG00000064607	SUGP2	0.4	0.229122781
ENSG00000064651	SLC12A2	0.9	0.038000669
ENSG00000064652	SNX24	-0.7	0.050021643
ENSG00000064666	CNN2	-0.3	0.705263535
ENSG00000064687	ABCA7	2.1	0.003895573
ENSG00000064692	SNCAIP	3.1	7.57E-06
ENSG00000064703	DDX20	-1.6	3.48E-05
ENSG00000064726	BTBD1	-0.6	0.190819566
ENSG00000064763	FAR2	-2.2	6.00E-09
ENSG00000064787	BCAS1	2.2	0.039108807
ENSG00000064886	CHI3L2	3.2	5.58E-17
ENSG00000064932	SBNO2	0.9	0.326481791
ENSG00000064933	PMS1	-0.8	0.113714101
ENSG00000064961	HMG20B	0.9	0.129172154
ENSG00000064989	CALCRL	1.4	0.041366753
ENSG00000064995	TAF11	-0.4	0.360203943
ENSG00000064999	ANKS1A	0.4	0.368546127
ENSG00000065000	AP3D1	0.1	0.896902131
ENSG00000065029	ZNF76	1.6	0.011679792
ENSG00000065054	SLC9A3R2	-0.7	0.458884765
ENSG00000065060	UHRF1BP1	-0.4	0.184058005
ENSG00000065135	GNAI3	-1.5	8.45E-05
ENSG00000065150	IPO5	-1.1	0.001039327
ENSG00000065154	OAT	-1.2	1.37E-04
ENSG00000065183	WDR3	-1.8	4.76E-09
ENSG00000065243	PKN2	-0.7	0.09552076
ENSG00000065268	WDR18	-0.2	0.82390803
ENSG00000065308	TRAM2	-0.4	0.297312412
ENSG00000065320	NTN1	-2.1	0.031471355
ENSG00000065325	GLP2R	0.1	0.901483181
ENSG00000065328	MCM10	-8.2	1.12E-64
ENSG00000065357	DGKA	1.1	3.60E-04
ENSG00000065361	ERBB3	1.7	9.38E-08
ENSG00000065371	ROPN1	0.2	0.741683178
ENSG00000065413	ANKRD44	1.5	1.94E-05
ENSG00000065427	KARS	-0.9	2.64E-04
ENSG00000065457	ADAT1	0.1	0.720766399
ENSG00000065485	PDIA5	-0.5	0.246581707
ENSG00000065491	TBC1D22B	0.2	0.702102062
ENSG00000065518	NDUFB4	-0.2	0.608783773
ENSG00000065526	SPEN	-0.5	0.069199637
ENSG00000065534	MYLK	2.6	1.42E-20
ENSG00000065548	ZC3H15	-1.7	8.98E-06
ENSG00000065559	MAP2K4	-0.5	0.14391629
ENSG00000065600	PACC1	0.4	0.160084736
ENSG00000065609	SNAP91	2.8	0.005256151
ENSG00000065613	SLK	-1.1	0.003406831
ENSG00000065615	CYB5R4	-1.4	0.002557165
ENSG00000065618	COL17A1	-0.6	0.666398053
ENSG00000065665	SEC61A2	-0.2	0.66742256
ENSG00000065675	PRKCQ	-0.1	0.835005085
ENSG00000065717	TLE2	2.4	3.78E-04
ENSG00000065802	ASB1	-0.2	0.688335496
ENSG00000065809	FAM107B	0.1	0.853716109
ENSG00000065833	ME1	-0.7	0.118547688
ENSG00000065882	TBC1D1	-0.8	0.00738896
ENSG00000065883	CDK13	-0.4	0.249076301
ENSG00000065911	MTHFD2	-3.2	2.95E-20
ENSG00000065923	SLC9A7	0.7	0.108089119
ENSG00000065970	FOXJ2	-0.1	0.740458244
ENSG00000065978	YBX1	-1.7	2.36E-11
ENSG00000065989	PDE4A	1	0.046798524
ENSG00000066027	PPP2R5A	0.2	0.729450969
ENSG00000066044	ELAVL1	-1.2	3.46E-06
ENSG00000066056	TIE1	0.7	0.668154577
ENSG00000066084	DIP2B	1.1	4.56E-05
ENSG00000066117	SMARCD1	-0.2	0.656943792
ENSG00000066135	KDM4A	0.4	0.299369441
ENSG00000066136	NFYC	-0.1	0.815493137
ENSG00000066185	ZMYND12	4.3	1.49E-08
ENSG00000066230	SLC9A3	1.7	0.211094266
ENSG00000066248	NGEF	0.4	0.743349488
ENSG00000066279	ASPM	-5.9	5.18E-48
ENSG00000066322	ELOVL1	-0.4	0.322991271
ENSG00000066379	ZNRD1	-0.3	0.526911091
ENSG00000066382	MPPED2	0.9	0.326899135
ENSG00000066405	CLDN18	0.3	0.748572319
ENSG00000066422	ZBTB11	-0.5	0.231182832
ENSG00000066427	ATXN3	0.2	0.568538668
ENSG00000066468	FGFR2	0.9	0.336946276
ENSG00000066557	LRRC40	-1.5	0.00154468
ENSG00000066583	ISOC1	-2.7	2.07E-16
ENSG00000066629	EML1	0.1	0.860903411
ENSG00000066651	TRMT11	-1.1	0.005658786
ENSG00000066654	THUMPD1	-0.8	0.055022544
ENSG00000066697	MSANTD3	-1.4	6.83E-05
ENSG00000066739	ATG2B	1.2	3.96E-04
ENSG00000066777	ARFGEF1	-0.6	0.178485762
ENSG00000066827	ZFAT	0.1	0.82127398
ENSG00000066855	MTFR1	-1.8	1.44E-06
ENSG00000066923	STAG3	1.2	0.001527348
ENSG00000066926	FECH	-0.2	0.679413617
ENSG00000066933	MYO9A	-0.4	0.303692818
ENSG00000067057	PFKP	-1.2	0.022783192
ENSG00000067064	IDI1	-1.5	1.42E-05
ENSG00000067066	SP100	0.3	0.451596596
ENSG00000067082	KLF6	-0.8	0.023293405
ENSG00000067113	PLPP1	1.3	5.06E-05
ENSG00000067141	NEO1	-0.1	0.852858335
ENSG00000067167	TRAM1	-0.6	0.252440633
ENSG00000067177	PHKA1	-0.2	0.664756041
ENSG00000067182	TNFRSF1A	0.6	0.199395283
ENSG00000067191	CACNB1	0.2	0.859371317
ENSG00000067208	EVI5	-0.1	0.886314233
ENSG00000067221	STOML1	1.4	0.031596692
ENSG00000067225	PKM	-1.4	0.004535581
ENSG00000067248	DHX29	-1	0.012145335
ENSG00000067334	DNTTIP2	-1.7	2.21E-05
ENSG00000067365	METTL22	0.6	0.371622538
ENSG00000067369	TP53BP1	-0.6	0.048236949
ENSG00000067445	TRO	2.2	8.68E-04
ENSG00000067533	RRP15	-2.1	2.11E-08
ENSG00000067560	RHOA	-0.9	0.00222097
ENSG00000067596	DHX8	-0.1	0.760257615
ENSG00000067601	PMS2P4	0.1	0.858000039
ENSG00000067606	PRKCZ	0.5	0.44869457
ENSG00000067704	IARS2	-0.9	0.008094572
ENSG00000067715	SYT1	1.4	0.008521359
ENSG00000067798	NAV3	0.6	0.49182457
ENSG00000067829	IDH3G	1	0.22037358
ENSG00000067836	ROGDI	1.2	0.129101241
ENSG00000067840	PDZD4	0.2	0.855996118
ENSG00000067842	ATP2B3	1.8	0.212363485
ENSG00000067900	ROCK1	-0.6	0.194540603
ENSG00000067955	CBFB	-0.7	0.0821782
ENSG00000067992	PDK3	-0.1	0.766735073
ENSG00000068001	HYAL2	0.2	0.857290885
ENSG00000068024	HDAC4	0.4	0.333075339
ENSG00000068028	RASSF1	-0.7	0.236750497
ENSG00000068078	FGFR3	-0.7	0.351527664
ENSG00000068079	IFI35	1.5	0.02041527
ENSG00000068097	HEATR6	0.2	0.607603385
ENSG00000068120	COASY	0.1	0.918187786
ENSG00000068137	PLEKHH3	1.3	0.103447016
ENSG00000068305	MEF2A	-0.2	0.62283634
ENSG00000068308	OTUD5	0.4	0.364445882
ENSG00000068323	TFE3	0.3	0.631305192
ENSG00000068354	TBC1D25	0.3	0.645081055
ENSG00000068366	ACSL4	-1.2	0.001328223
ENSG00000068383	INPP5A	-0.3	0.460141746
ENSG00000068394	GPKOW	-0.1	0.87582578
ENSG00000068400	GRIPAP1	0.8	0.06716146
ENSG00000068438	FTSJ1	-1.4	3.05E-06
ENSG00000068489	PRR11	-2.9	2.00E-22
ENSG00000068615	REEP1	0.8	0.0821782
ENSG00000068650	ATP11A	-1.2	1.19E-05
ENSG00000068654	POLR1A	-0.7	0.043265325
ENSG00000068697	LAPTM4A	-0.6	0.160457024
ENSG00000068724	TTC7A	0.1	0.857651881
ENSG00000068745	IP6K2	1.2	4.58E-04
ENSG00000068784	SRBD1	-0.7	0.070078406
ENSG00000068796	KIF2A	-1.2	0.001516388
ENSG00000068878	PSME4	-0.7	0.08874707
ENSG00000068885	IFT80	1.5	2.05E-04
ENSG00000068903	SIRT2	1.5	0.00724087
ENSG00000068912	ERLEC1	-0.5	0.365100665
ENSG00000068971	PPP2R5B	1.9	1.39E-04
ENSG00000068976	PYGM	0.6	0.498008697
ENSG00000068985	PAGE1	-1.1	0.271091065
ENSG00000069020	MAST4	1.4	0.004611857
ENSG00000069188	SDK2	-0.2	0.899349651
ENSG00000069248	NUP133	-0.4	0.327906728
ENSG00000069275	NUCKS1	-1.7	1.90E-06
ENSG00000069329	VPS35	-1.5	5.52E-05
ENSG00000069345	DNAJA2	-0.9	0.007910289
ENSG00000069399	BCL3	1.4	0.054439465
ENSG00000069424	KCNAB2	1.1	0.096643642
ENSG00000069482	GAL	-3.2	5.14E-04
ENSG00000069493	CLEC2D	1.2	0.012022461
ENSG00000069509	FUNDC1	-0.6	0.175844423
ENSG00000069535	MAOB	4.6	5.52E-19
ENSG00000069667	RORA	0.7	0.191968566
ENSG00000069696	DRD4	0.9	0.592925979
ENSG00000069702	TGFBR3	0.2	0.63536867
ENSG00000069764	PLA2G10	2.5	0.034685752
ENSG00000069812	HES2	-3.8	1.12E-04
ENSG00000069849	ATP1B3	-1.8	5.00E-08
ENSG00000069869	NEDD4	-1	0.008860029
ENSG00000069943	PIGB	0.6	0.232214517
ENSG00000069956	MAPK6	-0.8	0.057051926
ENSG00000069966	GNB5	-0.7	0.040066704
ENSG00000069974	RAB27A	-0.6	0.156651784
ENSG00000069998	HDHD5	-0.4	0.575337546
ENSG00000070010	UFD1	-1.2	4.22E-04
ENSG00000070018	LRP6	-0.1	0.811365626
ENSG00000070061	ELP1	0.1	0.80312197
ENSG00000070081	NUCB2	-0.7	0.174969676
ENSG00000070087	PFN2	-1	0.01876988
ENSG00000070159	PTPN3	-0.9	0.00236574
ENSG00000070182	SPTB	-2	0.083195209
ENSG00000070190	DAPP1	-0.9	0.582182481
ENSG00000070214	SLC44A1	0.6	0.14715871
ENSG00000070269	TMEM260	1.3	6.61E-04
ENSG00000070366	SMG6	0.1	0.896952932
ENSG00000070367	EXOC5	-1.3	0.002726337
ENSG00000070371	CLTCL1	2.5	5.15E-08
ENSG00000070404	FSTL3	1.8	0.005220181
ENSG00000070413	DGCR2	0.9	0.152406177
ENSG00000070423	RNF126	-0.6	0.507846319
ENSG00000070444	MNT	0.3	0.683238523
ENSG00000070476	ZXDC	0.2	0.749060282
ENSG00000070495	JMJD6	-1.1	8.53E-04
ENSG00000070501	POLB	-0.3	0.475544294
ENSG00000070540	WIPI1	2.1	9.02E-10
ENSG00000070610	GBA2	0.6	0.186987878
ENSG00000070614	NDST1	0.1	0.801962972
ENSG00000070669	ASNS	0.1	0.914303516
ENSG00000070718	AP3M2	-1.1	4.93E-04
ENSG00000070731	ST6GALNAC2	5.3	2.55E-15
ENSG00000070756	PABPC1	0.1	0.870526461
ENSG00000070759	TESK2	1.1	0.001849205
ENSG00000070761	CFAP20	-1.1	0.002883324
ENSG00000070770	CSNK2A2	-0.1	0.767775682
ENSG00000070778	PTPN21	-0.1	0.832230562
ENSG00000070785	EIF2B3	-1.9	9.67E-10
ENSG00000070808	CAMK2A	3.9	2.90E-04
ENSG00000070814	TCOF1	-1.5	0.015530309
ENSG00000070831	CDC42	-1.7	0.005614757
ENSG00000070882	OSBPL3	-1.3	5.94E-04
ENSG00000070950	RAD18	-3	2.02E-16
ENSG00000070961	ATP2B1	-1.3	2.21E-04
ENSG00000071051	NCK2	1.5	8.98E-06
ENSG00000071054	MAP4K4	0.8	0.003684089
ENSG00000071073	MGAT4A	1.2	0.238571102
ENSG00000071082	RPL31	0.3	0.439744463
ENSG00000071127	WDR1	-0.5	0.316538624
ENSG00000071189	SNX13	0.2	0.655004913
ENSG00000071205	ARHGAP10	-0.8	0.013796239
ENSG00000071242	RPS6KA2	-0.4	0.598338864
ENSG00000071243	ING3	-0.9	0.0665957
ENSG00000071246	VASH1	1.5	0.002793956
ENSG00000071282	LMCD1	0.5	0.275991193
ENSG00000071462	BUD23	-0.3	0.590623096
ENSG00000071539	TRIP13	-3.8	7.99E-44
ENSG00000071553	ATP6AP1	1	0.04023942
ENSG00000071564	TCF3	-1.2	0.003483509
ENSG00000071575	TRIB2	-1.3	5.42E-05
ENSG00000071626	DAZAP1	-1.3	2.63E-04
ENSG00000071655	MBD3	0.2	0.768027214
ENSG00000071794	HLTF	-1.1	0.009979628
ENSG00000071859	FAM50A	0.6	0.466785069
ENSG00000071889	FAM3A	1.3	0.0875075
ENSG00000071894	CPSF1	0.7	0.637344901
ENSG00000071909	MYO3B	6.2	2.88E-15
ENSG00000071967	CYBRD1	1.5	2.92E-06
ENSG00000071991	CDH19	2.2	1.56E-07
ENSG00000071994	PDCD2	-0.4	0.275974788
ENSG00000072041	SLC6A15	-0.4	0.425483112
ENSG00000072042	RDH11	-0.7	0.033898387
ENSG00000072062	PRKACA	-0.5	0.331266222
ENSG00000072071	ADGRL1	1.7	0.005465385
ENSG00000072110	ACTN1	-2	4.17E-05
ENSG00000072121	ZFYVE26	0.5	0.128486462
ENSG00000072134	EPN2	0.5	0.37534959
ENSG00000072135	PTPN18	0.6	0.264579649
ENSG00000072163	LIMS2	-0.3	0.798485959
ENSG00000072195	SPEG	1.4	0.053291149
ENSG00000072201	LNX1	-0.2	0.65671364
ENSG00000072210	ALDH3A2	-0.6	0.108141306
ENSG00000072274	TFRC	-2.9	1.54E-18
ENSG00000072310	SREBF1	0.8	0.27059609
ENSG00000072364	AFF4	-0.2	0.553496195
ENSG00000072415	MPP5	-0.6	0.12619294
ENSG00000072422	RHOBTB1	0.8	0.099741924
ENSG00000072501	SMC1A	-1.5	6.98E-09
ENSG00000072506	HSD17B10	-0.2	0.850700132
ENSG00000072571	HMMR	-6	1.64E-43
ENSG00000072609	CHFR	1.1	6.99E-04
ENSG00000072682	P4HA2	0.8	0.069770924
ENSG00000072694	FCGR2B	1.9	0.005945281
ENSG00000072736	NFATC3	-0.7	0.017669051
ENSG00000072756	TRNT1	-0.5	0.235268868
ENSG00000072778	ACADVL	1.4	0.008562227
ENSG00000072786	STK10	-0.7	0.203011465
ENSG00000072803	FBXW11	-0.3	0.395169607
ENSG00000072818	ACAP1	3.1	5.92E-08
ENSG00000072832	CRMP1	0.3	0.580290792
ENSG00000072840	EVC	0.7	0.096043585
ENSG00000072849	DERL2	-0.7	0.057208177
ENSG00000072858	SIDT1	-0.3	0.875315724
ENSG00000072864	NDE1	-1	0.009324416
ENSG00000072952	MRVI1	1.5	0.334356612
ENSG00000072954	TMEM38A	2.6	1.50E-07
ENSG00000072958	AP1M1	0.1	0.888813313
ENSG00000073008	PVR	-1.5	3.66E-04
ENSG00000073050	XRCC1	0.6	0.433767789
ENSG00000073060	SCARB1	0.3	0.648220348
ENSG00000073111	MCM2	-3	5.22E-07
ENSG00000073150	PANX2	0.2	0.911046428
ENSG00000073169	SELENOO	1	0.25159168
ENSG00000073331	ALPK1	1.7	7.04E-07
ENSG00000073350	LLGL2	2.7	1.32E-04
ENSG00000073417	PDE8A	-0.1	0.777625638
ENSG00000073464	CLCN4	1.1	0.003261085
ENSG00000073536	NLE1	-1.6	5.69E-04
ENSG00000073578	SDHA	0.3	0.620802243
ENSG00000073584	SMARCE1	0.3	0.516372961
ENSG00000073605	GSDMB	1.6	2.54E-04
ENSG00000073614	KDM5A	0.3	0.481284364
ENSG00000073670	ADAM11	2.6	6.73E-05
ENSG00000073711	PPP2R3A	-0.6	0.135471585
ENSG00000073712	FERMT2	-0.6	0.149009001
ENSG00000073756	PTGS2	0.2	0.831122139
ENSG00000073792	IGF2BP2	0.3	0.417228726
ENSG00000073803	MAP3K13	-0.4	0.422741412
ENSG00000073849	ST6GAL1	0.6	0.202704223
ENSG00000073905	VDAC1P1	-1.3	0.003171598
ENSG00000073910	FRY	0.6	0.182559215
ENSG00000073921	PICALM	-0.6	0.109813132
ENSG00000073969	NSF	-0.3	0.500176246
ENSG00000074047	GLI2	-0.1	0.906248107
ENSG00000074054	CLASP1	0.6	0.045605841
ENSG00000074071	MRPS34	-0.6	0.456933069
ENSG00000074181	NOTCH3	0.2	0.810535918
ENSG00000074201	CLNS1A	-1.2	8.54E-04
ENSG00000074211	PPP2R2C	-2.4	4.19E-05
ENSG00000074219	TEAD2	0.5	0.462560295
